Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_788141	62.2228472158075	-9.86603485230526	2.39356054805678e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Santalales	f__Ximeniaceae	g__Malania	s__Malania	Malania oleifera (taxid 397392)	0	0	0	0.0499346403074263	0.0378789511658233	0.0864209199020303	0	0	0	0.581965213009174	0.434800414228914	0.810970738317434	gene_788141	430498.S8AUM8	1.79e-178	520.0	COG0364@1|root,KOG0563@2759|Eukaryota,38E2A@33154|Opisthokonta,3NWH9@4751|Fungi,3QK14@4890|Ascomycota	4751|Fungi	G	Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis	ZWF1	GO:0000166,GO:0000302,GO:0002262,GO:0002376,GO:0002520,GO:0003674,GO:0003824,GO:0004345,GO:0005488,GO:0005515,GO:0005536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006066,GO:0006081,GO:0006091,GO:0006098,GO:0006139,GO:0006518,GO:0006575,GO:0006629,GO:0006694,GO:0006695,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006740,GO:0006749,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008610,GO:0009051,GO:0009058,GO:0009117,GO:0009636,GO:0009892,GO:0009898,GO:0009987,GO:0010035,GO:0010605,GO:0010732,GO:0010734,GO:0016020,GO:0016051,GO:0016125,GO:0016126,GO:0016491,GO:0016614,GO:0016616,GO:0019222,GO:0019321,GO:0019322,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0021700,GO:0030097,GO:0030099,GO:0030154,GO:0030218,GO:0030246,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0033554,GO:0034101,GO:0034599,GO:0034641,GO:0036094,GO:0042221,GO:0042493,GO:0042542,GO:0042592,GO:0042802,GO:0042803,GO:0043249,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0044283,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046165,GO:0046364,GO:0046390,GO:0046483,GO:0046496,GO:0046677,GO:0046983,GO:0048029,GO:0048037,GO:0048468,GO:0048469,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048731,GO:0048821,GO:0048856,GO:0048869,GO:0048872,GO:0050661,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051156,GO:0051171,GO:0051172,GO:0051186,GO:0051246,GO:0051248,GO:0051716,GO:0055086,GO:0055114,GO:0060255,GO:0061515,GO:0065007,GO:0065008,GO:0070887,GO:0071695,GO:0071704,GO:0071944,GO:0072524,GO:0080090,GO:0090407,GO:0097159,GO:0098552,GO:0098562,GO:1901135,GO:1901137,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901615,GO:1901617,GO:1901700,GO:1902652,GO:1902653	1.1.1.363,1.1.1.49	ko:K00036	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230	M00004,M00006,M00008	R00835,R02736,R10907	RC00001,RC00066	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	-
gene_788267	30.9101169233318	-8.84628097684459	5.03854379770992e-13	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Fabales	f__Fabaceae	g__Lotus	s__Lotus	Lotus japonicus (taxid 34305)	0	0	0	0.937917092616462	1.26032953869594	0.94147632411692	0	0	0	1.84812637028727	1.76947558926603	1.99997634972961	gene_788267	70448.Q0P3F1	5.55e-30	117.0	COG0843@1|root,KOG4769@2759|Eukaryota,37QZZ@33090|Viridiplantae,34JUG@3041|Chlorophyta	3041|Chlorophyta	C	Cytochrome C and Quinol oxidase polypeptide I	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	1.9.3.1	ko:K02256	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016	M00154	-	-	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.4.11,3.D.4.7,3.D.4.8	-	-	-
gene_788984	12.0803593755793	-6.48485951503541	0.00205231337097095	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Cucurbitales	f__Cucurbitaceae	g__Cucurbita	s__Cucurbita	Cucurbita pepo subsp. pepo (taxid 3664)	0	0	0	0	0.0605851011643841	0	0	0	0.0450288911725533	0.492598005917475	0.653582067830119	0.0462070839274814	gene_788984	51511.ENSCSAVP00000005349	1.92e-85	265.0	COG5256@1|root,KOG0052@2759|Eukaryota,38G33@33154|Opisthokonta,3BB5I@33208|Metazoa,3CZIS@33213|Bilateria,487AZ@7711|Chordata	33208|Metazoa	J	translation elongation factor activity	EEF1A1	GO:0000049,GO:0000166,GO:0000323,GO:0001726,GO:0001775,GO:0001882,GO:0001883,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005516,GO:0005525,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005829,GO:0005853,GO:0005856,GO:0005886,GO:0005938,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0007275,GO:0007399,GO:0007568,GO:0008135,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009628,GO:0009719,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009987,GO:0010033,GO:0010035,GO:0010467,GO:0010506,GO:0010562,GO:0010720,GO:0010941,GO:0010942,GO:0010975,GO:0010976,GO:0012505,GO:0015629,GO:0016020,GO:0016043,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019216,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0022008,GO:0022607,GO:0030141,GO:0030154,GO:0030863,GO:0030864,GO:0031090,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031344,GO:0031346,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032587,GO:0032940,GO:0032991,GO:0033674,GO:0034248,GO:0034641,GO:0034645,GO:0034774,GO:0035639,GO:0035690,GO:0036094,GO:0036230,GO:0036477,GO:0042119,GO:0042176,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0042981,GO:0042995,GO:0043025,GO:0043043,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043167,GO:0043168,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043549,GO:0043550,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0045055,GO:0045321,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045834,GO:0045937,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050769,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051259,GO:0051260,GO:0051338,GO:0051347,GO:0051602,GO:0051716,GO:0051960,GO:0051962,GO:0060205,GO:0060255,GO:0060284,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0070848,GO:0070849,GO:0070887,GO:0071310,GO:0071363,GO:0071364,GO:0071495,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0090218,GO:0097159,GO:0097367,GO:0097458,GO:0097708,GO:0098552,GO:0098562,GO:0098574,GO:0098588,GO:0098590,GO:0098805,GO:0098852,GO:0099503,GO:0099568,GO:0101002,GO:0120025,GO:0120035,GO:0120038,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903426,GO:1903427,GO:1904714,GO:1904813,GO:1990089,GO:1990090,GO:2000026,GO:2000377,GO:2000378	-	ko:K03231,ko:K13199	ko03013,ko05134,map03013,map05134	-	-	-	ko00000,ko00001,ko03012,ko03016,ko03019,ko03041,ko04131,ko04147	-	-	-	-
gene_789107	54.396058462172	-9.67073418343528	1.41705115827294e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Fabales	f__Fabaceae	g__Arachis	NA	Arachis (taxid 3817)	0	0	0	0.210093428746087	0.0650492665133387	0.142844683659119	0	0	0	0.991677564544391	1.88744062855043	1.59998107978369	gene_789107	5693.XP_816690.1	5.24e-124	363.0	COG5023@1|root,KOG1375@2759|Eukaryota,3XU1F@5653|Kinetoplastida	5653|Kinetoplastida	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain	-	-	-	ko:K07375	ko04145,ko04540,ko05130,map04145,map04540,map05130	-	-	-	ko00000,ko00001,ko03036,ko04147,ko04812	-	-	-	-
gene_789762	21.7826212575378	-4.69490086152764	5.48856866387875e-10	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Asterales	f__Asteraceae	NA	NA	Asteraceae (taxid 4210)	0.0171094100734192	0.0361560346378689	0.0170869583271547	1.03294438128155	0.222024442590437	0.657458791691808	0.0204741222296979	0.0217099181948179	0.0206270070341337	0.215394310426354	0.0825918285178677	0.0423334361730818	gene_789762	29176.XP_003879894.1	5.3e-172	489.0	COG5277@1|root,KOG0676@2759|Eukaryota,3Y9P2@5794|Apicomplexa,3YK9S@5796|Coccidia,3YTBV@5809|Sarcocystidae	5794|Apicomplexa	Z	Belongs to the actin family	ACT1	GO:0000287,GO:0001725,GO:0003674,GO:0003779,GO:0003785,GO:0005488,GO:0005509,GO:0005515,GO:0005523,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005865,GO:0005884,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007517,GO:0007519,GO:0008092,GO:0008150,GO:0008154,GO:0009653,GO:0009887,GO:0009888,GO:0009893,GO:0009987,GO:0010468,GO:0010604,GO:0010628,GO:0010927,GO:0014706,GO:0014866,GO:0014902,GO:0014904,GO:0015629,GO:0016043,GO:0017022,GO:0019222,GO:0019904,GO:0022607,GO:0030016,GO:0030017,GO:0030027,GO:0030029,GO:0030036,GO:0030041,GO:0030154,GO:0030175,GO:0030239,GO:0030240,GO:0031013,GO:0031032,GO:0031252,GO:0031432,GO:0031941,GO:0032036,GO:0032432,GO:0032501,GO:0032502,GO:0032781,GO:0032989,GO:0032991,GO:0034622,GO:0036379,GO:0042641,GO:0042692,GO:0042802,GO:0042995,GO:0043085,GO:0043167,GO:0043169,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043462,GO:0043933,GO:0044085,GO:0044093,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0046872,GO:0048306,GO:0048468,GO:0048513,GO:0048518,GO:0048646,GO:0048729,GO:0048731,GO:0048741,GO:0048747,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0051017,GO:0051146,GO:0051258,GO:0051336,GO:0051345,GO:0055001,GO:0055002,GO:0060255,GO:0060485,GO:0060537,GO:0060538,GO:0061061,GO:0061572,GO:0065003,GO:0065007,GO:0065009,GO:0070925,GO:0071840,GO:0072132,GO:0090130,GO:0090131,GO:0097435,GO:0097517,GO:0098723,GO:0098858,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:0120025,GO:1904621,GO:1904623	-	ko:K10355	-	-	-	-	ko00000,ko04812	-	-	-	-
gene_790634	58.9470858076964	-6.39989024287013	5.71023945622082e-07	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Bromeliaceae	g__Ananas	s__Ananas	Ananas comosus (taxid 4615)	0	0	0.0228281763250787	0.364962299078918	0.259546573388221	0.128300497686554	0	0.08701335212483	0.0137788406988013	1.02773856689146	1.37928353624839	1.11701004686294	gene_790634	112098.XP_008612213.1	8.53e-172	488.0	COG5023@1|root,KOG1375@2759|Eukaryota	2759|Eukaryota	Z	structural constituent of cytoskeleton	-	GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464	-	ko:K07375	ko04145,ko04540,ko05130,map04145,map04540,map05130	-	-	-	ko00000,ko00001,ko03036,ko04147,ko04812	-	-	-	-
gene_791030	21.269594665571	-8.32201634547062	3.80973794325257e-13	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Brassicales	f__Brassicaceae	g__Arabidopsis	s__Arabidopsis	Arabidopsis thaliana (taxid 3702)	0	0	0	0.502255873986485	0.611269191422769	0.274146362578107	0	0	0	0.0557039873653907	0.177550048704061	0.143692760993997	gene_791030	1172188.KB911821_gene1762	1.23e-80	263.0	COG0265@1|root,COG0265@2|Bacteria,2GJ96@201174|Actinobacteria,4FF22@85021|Intrasporangiaceae	201174|Actinobacteria	O	Domain present in PSD-95, Dlg, and ZO-1/2.	sprI	-	-	ko:K08372	ko02020,map02020	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	-
gene_791695	14.8487375128401	-6.84800781424514	3.4616256276087e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Zingiberales	f__Zingiberaceae	g__Zingiber	s__Zingiber	Zingiber officinale (taxid 94328)	0.0310572987202284	0	0	0.805793119569621	0.923593525902702	0.683875980561691	0	0	0	0.260658332182616	0.0749610617526299	0.0768443895750506	gene_791695	3055.EDP01611	5.02e-73	227.0	2CMAT@1|root,2QPU1@2759|Eukaryota,37HF1@33090|Viridiplantae,34JJ6@3041|Chlorophyta	3041|Chlorophyta	P	The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K08912,ko:K08913	ko00196,ko01100,map00196,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_791717	17.3187716541093	-8.01744351750974	0.000174072443433375	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Asterales	f__Asteraceae	g__Helianthus	s__Helianthus	Helianthus annuus (taxid 4232)	0	0	0	0.0342152155386485	0	0	0	0	0	0.438501788540356	0.358613719424581	0.367623559727042	gene_791717	1382359.JIAL01000001_gene985	3.66e-19	90.9	COG0810@1|root,COG0810@2|Bacteria,3Y31T@57723|Acidobacteria,2JI38@204432|Acidobacteriia	204432|Acidobacteriia	M	TIGRFAM TonB	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	-
gene_791868	58.0887994962305	-6.94390851697935	3.8220346050073e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Lolium	s__Lolium	Lolium perenne (taxid 4522)	0	0	0	0.049281174644144	0.0534046447300867	0.060921413906246	0.0168848316659731	0.0358079638373786	0	0.600571508224639	1.02169150833214	0.593504322446317	gene_791868	204773.HEAR0236	3.06e-37	145.0	COG3203@1|root,COG3203@2|Bacteria,1RB94@1224|Proteobacteria,2VQW4@28216|Betaproteobacteria,478HI@75682|Oxalobacteraceae	28216|Betaproteobacteria	M	Gram-negative porin	-	-	-	ko:K03285	-	-	-	-	ko00000	1.B.1	-	-	-
gene_791962	21.4593193622437	-2.79259260498793	3.02033898323482e-05	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Malpighiales	f__Euphorbiaceae	g__Hevea	s__Hevea	Hevea brasiliensis (taxid 3981)	0	0.162458953843698	0.230329133324785	0.345220784582777	0.471096705914986	0.641723772492251	0.137993747584018	0.0812905008640041	0.0617885233130103	0.491593933341206	0.123702559304788	0.317026181206487	gene_791962	164328.Phyra71787	9.56e-149	426.0	COG5272@1|root,KOG0001@2759|Eukaryota,3QEBQ@4776|Peronosporales	4776|Peronosporales	O	Ubiquitin-like domain	-	-	-	ko:K08770	ko03320,map03320	-	-	-	ko00000,ko00001,ko04121	-	-	-	-
gene_792015	16.7974088077878	-7.96982696766728	9.08016140888693e-06	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Ericales	f__Balsaminaceae	g__Impatiens	s__Impatiens	Impatiens glandulifera (taxid 253017)	0	0	0	0	0.0577540216707212	0.230590398430184	0	0	0	1.24865433360645	0.805656271173125	0.528574492777918	gene_792015	9371.XP_004709127.1	3.91e-20	91.7	COG2124@1|root,KOG3513@1|root,KOG0157@2759|Eukaryota,KOG3513@2759|Eukaryota,38C7V@33154|Opisthokonta,3B984@33208|Metazoa,3CS11@33213|Bilateria,480FX@7711|Chordata,495BT@7742|Vertebrata,3J692@40674|Mammalia,352R4@311790|Afrotheria	33208|Metazoa	T	Immunoglobulin C-2 Type	CNTN5	GO:0003007,GO:0003008,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005911,GO:0005918,GO:0007043,GO:0007155,GO:0007163,GO:0007272,GO:0007275,GO:0007399,GO:0007507,GO:0007600,GO:0007605,GO:0008150,GO:0008366,GO:0009653,GO:0009887,GO:0009987,GO:0010001,GO:0016020,GO:0016043,GO:0019991,GO:0021675,GO:0021682,GO:0021700,GO:0021782,GO:0022008,GO:0022607,GO:0022610,GO:0030054,GO:0030154,GO:0032501,GO:0032502,GO:0034329,GO:0034330,GO:0035088,GO:0042063,GO:0043296,GO:0043297,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0045197,GO:0045216,GO:0048468,GO:0048513,GO:0048731,GO:0048856,GO:0048869,GO:0050877,GO:0050954,GO:0060856,GO:0060857,GO:0061245,GO:0061343,GO:0070160,GO:0071695,GO:0071840,GO:0071944,GO:0072359	-	ko:K06756,ko:K06760,ko:K06761,ko:K06762,ko:K06763	ko04514,map04514	-	-	-	ko00000,ko00001,ko00537,ko04516	-	-	-	-
gene_792719	24.2666155078387	-8.50050409045137	1.13935959243481e-09	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Cannabaceae	g__Cannabis	s__Cannabis	Cannabis sativa (taxid 3483)	0	0	0	0.0740589080923128	0.347774217073477	0.106810271134327	0	0	0	0.652532423423149	0.298546219967184	0.688605568919285	gene_792719	192875.XP_004344435.1	1.17e-82	252.0	COG0081@1|root,KOG1570@2759|Eukaryota,38FV6@33154|Opisthokonta	33154|Opisthokonta	J	maturation of LSU-rRNA	RPL10A	GO:0000184,GO:0000470,GO:0000956,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0006139,GO:0006364,GO:0006396,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009636,GO:0009892,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015934,GO:0016070,GO:0016071,GO:0016072,GO:0019222,GO:0019439,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0030684,GO:0030687,GO:0032991,GO:0033036,GO:0033365,GO:0034470,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0042221,GO:0042254,GO:0042273,GO:0042493,GO:0042788,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0045471,GO:0046483,GO:0046677,GO:0046700,GO:0046907,GO:0048519,GO:0050789,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060255,GO:0065007,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0097159,GO:0097305,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1901700,GO:1990904	-	ko:K02865,ko:K04532	ko03010,ko05010,map03010,map05010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko04121	-	-	-	-
gene_792805	30.0851270981197	-8.81892182377384	0.00055003737517616	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Brassicales	f__Brassicaceae	g__Brassica	NA	Brassica (taxid 3705)	0	0	0	0	0	0	0	0	0	0.626669857860646	0.546667255220398	0.934002946460981	gene_792805	227086.JGI_V11_56334	1.16e-60	201.0	COG4870@1|root,KOG1543@2759|Eukaryota	2759|Eukaryota	O	cysteine-type peptidase activity	-	GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009653,GO:0009888,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0016020,GO:0016049,GO:0016787,GO:0019538,GO:0021700,GO:0022622,GO:0030154,GO:0030163,GO:0031224,GO:0031225,GO:0032501,GO:0032502,GO:0040007,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0048364,GO:0048468,GO:0048469,GO:0048588,GO:0048589,GO:0048731,GO:0048764,GO:0048765,GO:0048767,GO:0048856,GO:0048869,GO:0051603,GO:0060560,GO:0070011,GO:0071695,GO:0071704,GO:0080147,GO:0090558,GO:0090627,GO:0099402,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1905392	3.4.22.15,3.4.22.38	ko:K01365,ko:K01371,ko:K16290	ko04140,ko04142,ko04145,ko04210,ko04380,ko04612,ko04620,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04380,map04612,map04620,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	-
gene_793074	98.1464778547179	-10.5318682394594	2.51645835099662e-20	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Lamiales	f__Oleaceae	g__Olea	s__Olea	Olea europaea var. sylvestris (taxid 158386)	0	0	0	3.5943746257551	1.56680280036731	4.04695947703829	0	0	0	0.397896895585929	0.459109958949535	0.320438927633072	gene_793074	3055.DAA00964	1.14e-257	706.0	2CNIT@1|root,2QWJF@2759|Eukaryota,37RZQ@33090|Viridiplantae,34J3C@3041|Chlorophyta	3041|Chlorophyta	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex	psbD	-	1.10.3.9	ko:K02706	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_793291	12.0629035548734	-7.48811783204992	4.43381318226634e-05	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Zea	s__Zea	Zea mays (taxid 4577)	0	0	0	0.0177649094177822	0	0.0230590398430184	0	0	0	0.138739370400716	0.161131254234625	0.330359057986199	gene_793291	1267533.KB906735_gene4497	1.23e-21	103.0	COG1361@1|root,COG1470@1|root,COG4733@1|root,COG1361@2|Bacteria,COG1470@2|Bacteria,COG4733@2|Bacteria	2|Bacteria	S	cellulase activity	-	-	-	ko:K20276	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	-
gene_793584	23.6989018737951	-6.01427863661894	0.00605980696708283	d__Eukaryota	k__Viridiplantae	p__Streptophyta	c__Magnoliopsida	o__Cucurbitales	f__Cucurbitaceae	g__Cucumis	s__Cucumis	Cucumis sativus (taxid 3659)	0	0	0	0	0.0144723192476983	0	0	0	0.0322689477723684	0.625789291315643	0.218036624582591	0.12417477472315	gene_793584	2850.Phatrdraft920	5.88e-160	470.0	COG0513@1|root,KOG0331@2759|Eukaryota,2XBNF@2836|Bacillariophyta	2836|Bacillariophyta	A	helicase activity	-	-	3.6.4.13	ko:K12823	ko03040,ko05202,ko05205,map03040,map05202,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03041	-	-	-	-
